query_id,query_text,query_emotion,query_cause,verse_id,surah,ayah,verse_emotion,verse_cause,relevance
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,54,52,21,Joy,Relationships / People,1
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,83,2,72,Anger,Life Trials / Hardship,0
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,3,3,102,Fear,Faith / Spiritual State,0
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,6,67,12,Fear,Faith / Spiritual State,0
Q16,After all the struggles I feel joy and peace in my heart,Joy,Life Trials / Hardship,23,9,13,Fear,Relationships / People,0
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,46,11,71,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,47,12,96,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,48,84,9,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,49,15,47,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,50,25,74,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,51,36,55,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,52,36,56,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,53,43,70,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,54,52,21,Joy,Relationships / People,2
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,24,2,25,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,25,3,170,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,26,3,171,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,27,9,21,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,28,10,64,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,29,16,30,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,30,18,107,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,31,22,34,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,32,30,4,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,33,39,17,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,34,39,74,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,35,52,17,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,36,83,24,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,37,98,8,Joy,Faith / Spiritual State,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,38,3,139,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,39,9,111,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,40,12,90,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,41,21,90,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,42,28,54,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,43,39,10,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,44,94,5,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,45,11,10,Joy,Life Trials / Hardship,1
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,79,5,58,Anger,Faith / Spiritual State,0
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,22,8,26,Fear,Relationships / People,0
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,92,60,1,Anger,Relationships / People,0
Q17,I feel blessed and happy because of the good people around me,Joy,Relationships / People,86,4,155,Anger,Relationships / People,0
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,46,11,71,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,47,12,96,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,48,84,9,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,49,15,47,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,50,25,74,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,51,36,55,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,52,36,56,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,53,43,70,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,54,52,21,Joy,Relationships / People,2
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,24,2,25,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,25,3,170,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,26,3,171,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,27,9,21,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,28,10,64,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,29,16,30,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,30,18,107,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,31,22,34,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,32,30,4,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,33,39,17,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,34,39,74,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,35,52,17,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,36,83,24,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,37,98,8,Joy,Faith / Spiritual State,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,38,3,139,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,39,9,111,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,40,12,90,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,41,21,90,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,42,28,54,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,43,39,10,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,44,94,5,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,45,11,10,Joy,Life Trials / Hardship,1
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,64,18,6,Sadness,Faith / Spiritual State,0
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,71,12,17,Sadness,Relationships / People,0
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,13,114,4,Fear,Relationships / People,0
Q18,My relationships bring me so much joy and gratitude,Joy,Relationships / People,80,7,150,Anger,Life Trials / Hardship,0
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,55,35,8,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,56,2,62,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,57,3,139,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,58,3,176,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,59,6,33,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,60,12,86,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,61,13,28,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,62,10,65,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,63,15,88,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,64,18,6,Sadness,Faith / Spiritual State,2
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,65,2,286,Sadness,Life Trials / Hardship,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,66,12,84,Sadness,Life Trials / Hardship,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,67,65,7,Sadness,Life Trials / Hardship,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,68,9,40,Sadness,Life Trials / Hardship,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,69,2,216,Sadness,Life Trials / Hardship,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,70,5,26,Sadness,Relationships / People,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,71,12,17,Sadness,Relationships / People,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,72,9,92,Sadness,Relationships / People,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,73,6,33,Sadness,Relationships / People,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,74,10,65,Sadness,Relationships / People,1
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,39,9,111,Joy,Life Trials / Hardship,0
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,34,39,74,Joy,Faith / Spiritual State,0
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,88,49,6,Anger,Relationships / People,0
Q19,"I feel so sad and lost in my faith, I feel disconnected from Allah",Sadness,Faith / Spiritual State,92,60,1,Anger,Relationships / People,0
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,55,35,8,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,56,2,62,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,57,3,139,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,58,3,176,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,59,6,33,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,60,12,86,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,61,13,28,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,62,10,65,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,63,15,88,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,64,18,6,Sadness,Faith / Spiritual State,2
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,65,2,286,Sadness,Life Trials / Hardship,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,66,12,84,Sadness,Life Trials / Hardship,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,67,65,7,Sadness,Life Trials / Hardship,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,68,9,40,Sadness,Life Trials / Hardship,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,69,2,216,Sadness,Life Trials / Hardship,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,70,5,26,Sadness,Relationships / People,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,71,12,17,Sadness,Relationships / People,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,72,9,92,Sadness,Relationships / People,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,73,6,33,Sadness,Relationships / People,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,74,10,65,Sadness,Relationships / People,1
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,24,2,25,Joy,Faith / Spiritual State,0
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,39,9,111,Joy,Life Trials / Hardship,0
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,46,11,71,Joy,Relationships / People,0
Q20,My heart is heavy and I feel sad about my spiritual state,Sadness,Faith / Spiritual State,45,11,10,Joy,Life Trials / Hardship,0
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,65,2,286,Sadness,Life Trials / Hardship,2
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,66,12,84,Sadness,Life Trials / Hardship,2
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,67,65,7,Sadness,Life Trials / Hardship,2
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,68,9,40,Sadness,Life Trials / Hardship,2
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,69,2,216,Sadness,Life Trials / Hardship,2
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,55,35,8,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,56,2,62,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,57,3,139,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,58,3,176,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,59,6,33,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,60,12,86,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,61,13,28,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,62,10,65,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,63,15,88,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,64,18,6,Sadness,Faith / Spiritual State,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,70,5,26,Sadness,Relationships / People,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,71,12,17,Sadness,Relationships / People,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,72,9,92,Sadness,Relationships / People,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,73,6,33,Sadness,Relationships / People,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,74,10,65,Sadness,Relationships / People,1
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,4,5,44,Fear,Faith / Spiritual State,0
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,20,79,40,Fear,Faith / Spiritual State,0
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,15,2,2,Fear,Faith / Spiritual State,0
Q21,I am so sad going through all these hardships and I feel hopeless,Sadness,Life Trials / Hardship,46,11,71,Joy,Relationships / People,0
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,65,2,286,Sadness,Life Trials / Hardship,2
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,66,12,84,Sadness,Life Trials / Hardship,2
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,67,65,7,Sadness,Life Trials / Hardship,2
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,68,9,40,Sadness,Life Trials / Hardship,2
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,69,2,216,Sadness,Life Trials / Hardship,2
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,55,35,8,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,56,2,62,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,57,3,139,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,58,3,176,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,59,6,33,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,60,12,86,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,61,13,28,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,62,10,65,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,63,15,88,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,64,18,6,Sadness,Faith / Spiritual State,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,70,5,26,Sadness,Relationships / People,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,71,12,17,Sadness,Relationships / People,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,72,9,92,Sadness,Relationships / People,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,73,6,33,Sadness,Relationships / People,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,74,10,65,Sadness,Relationships / People,1
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,29,16,30,Joy,Faith / Spiritual State,0
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,54,52,21,Joy,Relationships / People,0
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,88,49,6,Anger,Relationships / People,0
Q22,Life has been so hard lately and I feel deeply sad,Sadness,Life Trials / Hardship,77,2,15,Anger,Faith / Spiritual State,0
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,70,5,26,Sadness,Relationships / People,2
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,71,12,17,Sadness,Relationships / People,2
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,72,9,92,Sadness,Relationships / People,2
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,73,6,33,Sadness,Relationships / People,2
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,74,10,65,Sadness,Relationships / People,2
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,55,35,8,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,56,2,62,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,57,3,139,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,58,3,176,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,59,6,33,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,60,12,86,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,61,13,28,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,62,10,65,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,63,15,88,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,64,18,6,Sadness,Faith / Spiritual State,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,65,2,286,Sadness,Life Trials / Hardship,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,66,12,84,Sadness,Life Trials / Hardship,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,67,65,7,Sadness,Life Trials / Hardship,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,68,9,40,Sadness,Life Trials / Hardship,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,69,2,216,Sadness,Life Trials / Hardship,1
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,18,39,9,Fear,Faith / Spiritual State,0
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,24,2,25,Joy,Faith / Spiritual State,0
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,53,43,70,Joy,Relationships / People,0
Q23,I feel heartbroken because someone I loved hurt me deeply,Sadness,Relationships / People,51,36,55,Joy,Relationships / People,0
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,70,5,26,Sadness,Relationships / People,2
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,71,12,17,Sadness,Relationships / People,2
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,72,9,92,Sadness,Relationships / People,2
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,73,6,33,Sadness,Relationships / People,2
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,74,10,65,Sadness,Relationships / People,2
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,55,35,8,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,56,2,62,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,57,3,139,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,58,3,176,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,59,6,33,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,60,12,86,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,61,13,28,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,62,10,65,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,63,15,88,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,64,18,6,Sadness,Faith / Spiritual State,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,65,2,286,Sadness,Life Trials / Hardship,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,66,12,84,Sadness,Life Trials / Hardship,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,67,65,7,Sadness,Life Trials / Hardship,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,68,9,40,Sadness,Life Trials / Hardship,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,69,2,216,Sadness,Life Trials / Hardship,1
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,84,2,49,Anger,Life Trials / Hardship,0
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,21,3,173,Fear,Relationships / People,0
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,51,36,55,Joy,Relationships / People,0
Q24,I am so sad because my relationships keep falling apart,Sadness,Relationships / People,39,9,111,Joy,Life Trials / Hardship,0
